occid,obsseqnr,bjobcoder,bwhsID,bjobnm,bjobdes,bjobco,bjobcode,bjobcertain
1652800,2819,AM,2,Account manager,Verkopen IT opleidingen,IT opleider Zakelijke dienstverlener,2-19.50,Zeker / duidelijk
1680874,2871,AM,4,Account manager,Verkopen/adviseren,Financiele dienstverlening,2-19.50,Zeker / duidelijk
1831311,3131,AM,1,account manager,communicatie met klanten en interne organisatie,Telecom provider,2-19.50,Zeker / duidelijk
2042744,3302,AM,1,Account Manager,Verkopen,Groothandel/fabrikant,2-19.50,Zeker / duidelijk
2203808,3571,AM,1,Account Manager,Sales,Sales en Marketing,2-19.50,Zeker / duidelijk
2320504,3778,AM,1,Account Manager,aanvragen van BTW restituties in het buitenland,Financieel,2-19.50,Zeker / duidelijk
2347435,3844,AM,1,account manager,verkoop & relatiemanagement,technisch consultancy & productie,2-19.50,Zeker / duidelijk
2440770,4010,AM,3,ACCOUNT MANAGER,RELATIE BEHEER EN ONDERHOUD VOOR 100 TAL MKB KLANTEN,IT,2-19.50,Zeker / duidelijk
2607640,4282,AM,3,account manager,beheren van contacten en productieprocessen,producent leren kleding,2-19.50,Zeker / duidelijk
2703385,4459,AM,1,Account manager,"Administartief, Kantoor, Planning, Logistiek",Sociale werkvoorziening,2-19.50,Zeker / duidelijk
2731325,4512,AM,4,Account manager,"Client contact, (project) manager",Banking,2-19.50,Zeker / duidelijk
3038358,4933,AM,2,account manager,sales,verf,2-19.50,Zeker / duidelijk
2162453,3497,AM,1,account medewerker assurantiekantoor,administratief binnendienst,assurantiekantoor,3-39.40,Zeker / duidelijk
2341751,3827,AM,1,accountant,alle accountancy taken,diversen,1-10.10,Zeker / duidelijk
2548755,4181,AM,2,accountant,jaarrapporten en aangifte IB opstellen,accountantskantoor,1-10.10,Zeker / duidelijk
2567753,4215,AM,1,Accountant,administratief,Accountantskantoor,1-10.10,Zeker / duidelijk
2574460,4229,AM,1,Accountant,"Samenstellen jaarrekeningen/prognoses, fiscale aangiften",Accountantskantoor,1-10.10,Zeker / duidelijk
2662832,4390,AM,1,accountant,,,1-10.10,Zeker / duidelijk
2353624,3861,AM,2,accountant/belastingadviseur,controle administaratie/ advies,accountantskantoor,1-10.10,Zeker / duidelijk
2764253,4572,AM,1,Accounthandler,Accounthandling,Assurantie Tussenpersoon,1-10.10,Zeker / duidelijk
1711100,2912,AM,4,Accountmanager,Verkoop van copiers en printers,Verkoopmaatschappij copiers en printers,2-19.50,Zeker / duidelijk
2421515,3976,AM,2,accountmanager,"beleid schrijven, overleggen, onderhandelen",verzekeraar,2-19.50,Zeker / duidelijk
2583574,4247,AM,1,accountmanager,advisering woningcorporaties,woningcorporatie,2-19.50,Zeker / duidelijk
2763748,4570,AM,1,accountmanager,ales doen,Handel,2-19.50,Zeker / duidelijk
3071027,4986,AM,1,Accountmanager,"advisering bestuurders, voorlichting, initieren projecten, uitvoering projecten",Overheid,2-19.50,Zeker / duidelijk
2546430,4177,AM,1,Account-manager,All-round advies agro ondernemers en gezinnen,Accountancy,2-19.50,Zeker / duidelijk
1576040,2716,AM,1,accountmanager ICT,advies over en verkoop van ICT oplossingen,ICT,2-19.50,Zeker / duidelijk
2583574,4247,AM,4,accountmaneger,advisering woningcorporaties,overkoepeling woningcorporaties,2-19.50,Zeker / duidelijk
2473240,4074,AM,1,ACT Practitioner / Psychiatrisch verpleegkundige,Begeleiding en behandeling van jongeren,GGZ instelling,0-71.20,Zeker / duidelijk
2817481,4675,AM,1,activiteiten begeleider,begeleiden van demente cliënten op een dagverzorging.,verzorgingscentrum,1-93.10,Zeker / duidelijk
1612433,2764,AM,2,activiteitenbegeleider,arbeidstherapeute,psychiatrisch ziekenhuis,1-93.10,Zeker / duidelijk
1612433,2764,AM,3,activiteitenbegeleider,activiteitenbegeleider,A ziekenhuis,1-93.10,Zeker / duidelijk
2128125,3440,AM,1,activiteitenbegeleider,activiteiten organiseren voor gehandicapten,gehandicaptenzorg,1-93.90,Zeker / duidelijk
2243635,3644,AM,2,activiteitenbegeleider,"voorlichting, handvaardigheid, gastvrouw",jeugd en jongerenwerk,1-93.10,Zeker / duidelijk
3077154,5000,AM,2,activiteitenbegeleider,activiteiten organiseren psychogeriatrie,verpleeghuis,1-93.10,Zeker / duidelijk
2102573,3402,AM,1,activiteitenbegeleidster,Activiteiten bieden aan jong volwassen mannen met een verstandelijke beperking,Gehandicaptenzorg,1-93.90,Zeker / duidelijk
2458073,4045,AM,1,activiteitenbegeleidster,begeleiden van verstandelijk gehandicapten,instelling voor gehandicaptenzorg,1-93.90,Zeker / duidelijk
2647662,4371,AM,1,Activiteitenbegeleidster,begeleiden van ouderen,woonzorgcenrum,1-93.10,Zeker / duidelijk
2754341,4548,AM,1,Activiteitenbegeleidster,begeleding op dagopvang,thuiszorg organisatie Sensire,1-93.10,Zeker / duidelijk
2842411,4733,AM,2,activiteitenbegeleidster,leerling,Zorg en dienstverlening,1-93.10,Zeker / duidelijk
3048017,4946,AM,2,adjunct directeur,leiding aan bedrijf,beveiliging,1-39.40,Zeker / duidelijk
1502412,2563,AM,1,Adjunct directeur in het Basisonderwijs,Leidinggevende taken,Basisschool,1-39.40,Zeker / duidelijk
1872474,3208,AM,1,adjunct-algemeen directeur,"leidinggeven, beleidsstukken schrijven, vergaderingen/overleg",schoolbestuur primair onderwijs,1-39.40,Zeker / duidelijk
2285702,3727,AM,2,adjunct-directeur,"lesgeven, schoolorganisatie, deelnemen aan overlegstructuren",basisschool,1-39.40,Zeker / duidelijk
1573801,2710,AM,2,ADL ass.,Verzorging,St. Focus,1-93.10,Zeker / duidelijk
2600466,4263,AM,1,ADL medewerker,algemene dagelijkse levensbehoeften,geestelijk en lichamelijk gehandicapten,1-93.90,Zeker / duidelijk
1665783,2848,AM,2,adm medewerker,financieel adm. werkzaamheden,dienstverlening,3-39.40,Zeker / duidelijk
2441453,4013,AM,3,adm medewerker,boekhouding,treu carpets,3-31.20,Zeker / duidelijk
2441453,4013,AM,5,adm medewerker,boekhouding,DFM,3-31.20,Zeker / duidelijk
3030378,4912,AM,4,adm medewerker,administratief werk,ING,3-93.10,Zeker / duidelijk
1558031,2679,AM,3,adm medewerker gemeentehuis hoorn,adm overdekt zwembad gedaan,Gemeentehuis Hoorn,3-93.10,Zeker / duidelijk
2017813,3267,AM,2,Adm medewerkster,Administratie / verkoop,Textiel groothandel,3-93.10,Zeker / duidelijk
2516014,4125,AM,1,adm medewerkster,eindverantwoordelijk voor administratie,dienstverlenend binnen groot concern,3-93.10,Zeker / duidelijk
2814870,4665,AM,1,adm medw op diverse afdelingen,adm ondersteuning op div afdelingen,Min van Defensie,3-93.10,Zeker / duidelijk
1835247,3139,AM,2,adm. mederwerkster,administratief,DSM (chemisch bedrijf),3-93.10,Zeker / duidelijk
2480833,4089,AM,2,adm. medewerker,administratie,uitgeverij,3-93.10,Zeker / duidelijk
2480833,4089,AM,3,adm. medewerker,administratie,Zorgverzekeraar,3-93.10,Zeker / duidelijk
3015472,4879,AM,2,adm. medewerker,administratie,warenhuis,3-93.10,Zeker / duidelijk
2666504,4399,AM,1,adm. medewerksteer,administratie,school,3-93.10,Zeker / duidelijk
1783507,3062,AM,1,adm. medewerkster,invoer computersysteem,instelling voor mensen met een beperking,3-42.20,Zeker / duidelijk
1783507,3062,AM,4,adm. medewerkster,invoer computer systeem,verkoop vabn hijswerktuigen,3-42.20,Zeker / duidelijk
1854171,3176,AM,1,adm. medewerkster,"administratie, verkoop",meubelfabriek,3-93.10,Zeker / duidelijk
2126148,3437,AM,3,adm. medewerkster,administratief,AKZO,3-93.10,Zeker / duidelijk
2254642,3664,AM,4,adm. medewerkster,administratie / archivering,ziekenhuis,3-93.10,Zeker / duidelijk
2471538,4069,AM,1,adm. medewerkster,"uitreksels geb. en registers,paspoort en rijbewijs uitgifte en aanvragen",Gemeentehuis,3-93.10,Zeker / duidelijk
2565218,4210,AM,4,Adm. medewerkster,administratief,Houten ramen en deuren fabriek,3-93.10,Zeker / duidelijk
2770111,4584,AM,3,adm. medewerkster,administratie,kantoormeubilair,3-93.10,Zeker / duidelijk
2836816,4719,AM,1,Adm. medewerkster,Financiel administratief,Scouting Nederland,3-39.40,Zeker / duidelijk
2836816,4719,AM,2,Adm. medewerkster,Administratief,Verzekering,3-93.10,Zeker / duidelijk
2836816,4719,AM,3,Adm. medewerkster,Administratief,MKB,3-93.10,Zeker / duidelijk
2607213,4279,AM,2,adm./secr.medewerkster,"allerlei secretariele werkzaamheden, baliewerkzaamheden, kleine financiele werkzaamheden",organiseren van beurzen/voorlichtingsbijeenkomsten voor scholen over beroepen/bedrijven,3-93.10,Zeker / duidelijk
1552403,2666,AM,3,adm.kracht,"uitwerken offertes, telefoneren",elektronisch bedrijf,3-93.10,Zeker / duidelijk
2053021,3318,AM,2,adm.medew.,administratie,assurantiekantoor,3-93.10,Zeker / duidelijk
2053021,3318,AM,3,adm.medew.,administratie,bank/techn.bedrijf,3-93.10,Zeker / duidelijk
2053021,3318,AM,4,adm.medew.,adm.,electrotechn.bedrijf,3-93.10,Zeker / duidelijk
2737323,4522,AM,2,adm.medewerker,administratief,transportbedrijf,3-93.10,Zeker / duidelijk
1864424,3195,AM,1,adm.medewerkster,administratie,eierhandel,3-93.10,Zeker / duidelijk
1864424,3195,AM,2,adm.medewerkster,administratie,ziekenfonds,3-93.10,Zeker / duidelijk
2053021,3318,AM,1,adm.medewerkster,administratieve werkzaamheden,technisch bedrijf,3-93.10,Zeker / duidelijk
2300766,3737,AM,1,Adm.medewerkster,Postkamer,Kerkelijke organisatie,3-93.10,Zeker / duidelijk
2546218,4176,AM,1,adm.medewerkster,projectadm/boekhouding,ing en arch. bureau,3-31.20,Zeker / duidelijk
1620344,2778,AM,2,Adm.medewerkster/verkoopmedewerkster,Administratie en verkoop,"Dameskleding, bruidskleding en avondkleding.",4-51.30,Zeker / duidelijk
2634557,4339,AM,1,admin. medewerker,administrastie verzorgen,Philips,3-93.10,Zeker / duidelijk
1711083,2911,AM,3,Admin. mw,Eenvoudig admin. werk,uitgeverij,3-93.10,Zeker / duidelijk
2341751,3827,AM,2,admin.medewerkster,debiteurenbeheer,diverse,3-39.40,Zeker / duidelijk
1740760,2978,AM,3,admininistratief,administratie,bank,3-93.10,Zeker / duidelijk
1802074,3077,AM,1,Administrateur,Salarisadministratie en Pensioenfondsadministratie,Fotografische industrie,3-39.30,Zeker / duidelijk
1802074,3077,AM,2,Administrateur,Administratief werk,Verpleeghuis,3-93.10,Zeker / duidelijk
1802074,3077,AM,3,Administrateur,Administratief werk,Groothandel in grondstoffen voor gieterijen,3-93.10,Zeker / duidelijk
2146141,3469,AM,1,administrateur,boekhoudingen verwerken,eigen bedrijf,3-31.20,Zeker / duidelijk
2307756,3756,AM,1,administrateur,boekhouding/HRM/allerlei,groothandel/fabrikant,3-31.20,Zeker / duidelijk
2327062,3798,AM,1,administrateur,verzorgen gehele administratie,transport en ander soort bedrijven,3-93.10,Zeker / duidelijk
2336832,3820,AM,1,administrateur,crediteurenadministratie,aannemer in de industrie,3-39.40,Zeker / duidelijk
2452130,4031,AM,1,administrateur,Hoofd fin adm woningcorporatie vanaf 2002 van een serviceflat,woningcorporatie,3-39.40,Zeker / duidelijk
2452130,4031,AM,2,administrateur,fin. administratie,serviceflat,3-39.40,Zeker / duidelijk
2507405,4111,AM,2,Administrateur,Administratief werk,Diverse bedijfstakken,3-93.10,Zeker / duidelijk
2680466,4440,AM,3,ADMINISTRATEUR,FINANC. ADMINISTRATIE,ONDERWIJS HBO,3-39.40,Zeker / duidelijk
2685515,4452,AM,1,Administrateur,"Telefoneren, beeldschermwerk",Installatiebedrijf,3-93.10,Zeker / duidelijk
2855023,4757,AM,3,Administrateur,"beheer deb, cred, facturaties, bank/cash beheer, betalingen etc",Zorginstelling,3-39.40,Zeker / duidelijk
2862486,4772,AM,2,administrateur,administratie,metaalgieterij,3-93.10,Zeker / duidelijk
2862486,4772,AM,3,administrateur,administratie,assurantiekantoor,3-93.10,Zeker / duidelijk
3031611,4917,AM,1,Administrateur,Boekhouden,Accountantskantoor,3-31.10,Zeker / duidelijk
2464583,4058,AM,4,Administrateur BGD,Organisatorisch/administratief,vliegtuigbouwer,3-93.10,Zeker / duidelijk
2166465,3502,AM,6,administrateur/personeelszaken,administratie en personeel,bouwbedrijf,3-93.10,Zeker / duidelijk
1770035,3033,AM,1,Administrateur/Salarisadministrateur,zelfstandig uitvoeren financiele en salarisadministratie,huisartsenpraktijken,3-39.40,Zeker / duidelijk
1487561,2553,AM,2,administratie,balie en adm,Kadaster Breda,3-93.10,Zeker / duidelijk
1712730,2918,AM,2,administratie,factuur en order,Technisch,3-39.40,Zeker / duidelijk
1808744,3086,AM,3,administratie,administratie/notuleren,diverse schoolbesturen,3-93.10,Zeker / duidelijk
2020705,3273,AM,1,administratie,financieel telefonisch onderhoud met bedrijven,pbo productschap,3-39.40,Zeker / duidelijk
2804433,4641,AM,2,administratie,administratieve taken,VGL transportbedrijf,3-93.10,Zeker / duidelijk
2830114,4705,AM,2,administratie,administratief,fabriekskantoor,3-93.10,Zeker / duidelijk
2857656,4766,AM,3,administratie,administratie vliegtuiggeluid,NLR Amsterdam,3-93.10,Zeker / duidelijk
2448543,4024,AM,1,Administratie / les inhoudelijk,Jaarprogramma opstellen,Volwassenenonderwijs (België),3-93.10,Zeker / duidelijk
2811045,4652,AM,2,administratie bij accountant,administratief algemeen 2de assistent accountant,accountantskantoor,3-31.20,Zeker / duidelijk
1727217,2952,AM,6,Administratie en Keetverzorgster,alle voorkomende adminstratie en schoonmaken bouwkeet,Bouwbedrijf,3-93.10,Zeker / duidelijk
1878683,3218,AM,3,Administratie medewerker,Diverse administratieve handelingen,Automatiseringsbedrijf,3-93.10,Zeker / duidelijk
1501570,2561,AM,4,Administratie Medewerkster,Verzending,BKR,3-93.10,Zeker / duidelijk
3075235,4996,AM,1,administratie medewerkster,alles wat met administratief te maken heeft,vervoersonderneming,3-93.10,Zeker / duidelijk
3077154,5000,AM,1,administratie thuis uitvoeren van bedrijf echtgenoot,administratief,konstruktiebedrijf,3-93.10,Zeker / duidelijk
1707053,2905,AM,1,administratie verzekeringskantoor,type en rekenwerk,assurantie,3-93.10,Zeker / duidelijk
2710841,4471,AM,2,administratie/directie-secretaresse,administratie-/ directiesecretaresse werkzaamheden,Grondverzetbedrijf,3-93.10,Zeker / duidelijk
2366163,3882,AM,2,administratie/magazijn medewerker,administratie en magazijn werk,handelsonderneming,3-93.10,Zeker / duidelijk
2878402,4815,AM,5,Administratie/secretarieel medewerkster,Administratie,Producent kas en telmachine rollen,3-93.10,Zeker / duidelijk
1525111,2607,AM,1,administratief,"post,telefoon,boekhouding,klanten ontvangen",bouwbedrijf,3-93.10,Zeker / duidelijk
1568874,2702,AM,2,administratief,invullen cijfers,loi,3-42.20,Zeker / duidelijk
1568874,2702,AM,3,administratief,banken registreren,bank mees en hope,3-93.10,Zeker / duidelijk
1705038,2899,AM,1,administratief,"verkoop, telefoon, computer,",grootwinkelbedrijf,3-93.10,Zeker / duidelijk
1740760,2978,AM,2,administratief,administratie,fabriek van dieselmotoren,3-93.10,Zeker / duidelijk
1780110,3054,AM,1,administratief,administratief,visveiling,3-93.10,Zeker / duidelijk
2601504,4268,AM,1,Administratief,Administratief werk verrichten,Soc. werkvoorziening Wet Sociale Werkvoorziening,3-93.10,Zeker / duidelijk
2823602,4692,AM,1,Administratief,diversen admi,Non profit organisatie,3-93.10,Zeker / duidelijk
2830075,4704,AM,3,Administratief,Bureau werkzaamheden,SVB,3-93.10,Zeker / duidelijk
3031312,4914,AM,1,Administratief,Assortimentsbeheer,Groothandel,3-93.10,Zeker / duidelijk
3053144,4953,AM,4,administratief,admisnistratie,metaal,3-93.10,Zeker / duidelijk
2525175,4139,AM,2,administratief bankmedewerkster,balie verzekeringen/bedrijven,rabobank,3-93.10,Zeker / duidelijk
2305372,3749,AM,2,administratief mdewerkster,planning,Centraal magazijn van de Bijenkorf,3-93.10,Zeker / duidelijk
2063182,3339,AM,3,administratief mederwerker,administratieve werkzaamheden,postbank nv,3-93.10,Zeker / duidelijk
3011725,4874,AM,3,Administratief medeweker,"Bibliotheek, post, koffie zetten, brieven typen",Rijkswaterstaat,3-93.10,Zeker / duidelijk
1531563,2624,AM,1,ADMINISTRATIEF MEDEWERKER,BEELDSCHERMWERK/TELEFONIE,UWV/BELASTINGDIENST,3-93.10,Zeker / duidelijk
1531563,2624,AM,3,ADMINISTRATIEF MEDEWERKER,ADMINISTRATIE,INKOOP GROOT HANDEL OPTIEK EN HORLOGERIE,3-93.10,Zeker / duidelijk
1533431,2628,AM,5,Administratief medewerker,Administratie,Verzekeringskantoor,3-93.10,Zeker / duidelijk
1542288,2649,AM,2,administratief medewerker,boekhouding,meubelzaak,3-31.20,Zeker / duidelijk
1547666,2656,AM,1,administratief medewerker,boekhouding,betoncentrale,3-31.20,Zeker / duidelijk
1548843,2661,AM,1,administratief medewerker,verkoop en administratie,groothandel,3-93.10,Zeker / duidelijk
1551734,2665,AM,2,administratief medewerker,administratieve taken,hout- en bouwhandel,3-93.10,Zeker / duidelijk
1557777,2677,AM,1,Administratief medewerker,verzorgen orderadministratie,Sportwinkel,3-93.10,Zeker / duidelijk
1557777,2677,AM,2,Administratief medewerker,verzorgen financiële administratie,Adviesbureau,3-39.40,Zeker / duidelijk
1646854,2810,AM,4,administratief medewerker,controleren en op orde brengen administratie afd. kwaliteit en milieu,Dumeco (tegenwoordig VION),3-93.10,Zeker / duidelijk
1661344,2839,AM,1,Administratief Medewerker,P&O en Financieel,"Kuntstof kozijnen (productie, verkoop en montage)",3-39.40,Zeker / duidelijk
1661344,2839,AM,2,Administratief Medewerker,Administraties van klanten,Administratiekantoor,3-93.10,Zeker / duidelijk
1687725,2883,AM,1,Administratief medewerker,Administratieve werkzaamheden,Rijksoverheid,3-93.10,Zeker / duidelijk
1688688,2888,AM,1,administratief medewerker,diversen,groothandel,3-93.10,Zeker / duidelijk
1722123,2934,AM,1,Administratief medewerker,administratie,loonbedrijf,3-93.10,Zeker / duidelijk
1722123,2934,AM,2,Administratief medewerker,verwerken en boeken van administraties van cliënten,Administratiekantoor,3-93.10,Zeker / duidelijk
1722123,2934,AM,4,Administratief medewerker,invoeren en controle magazijnvoorraden,factureren en planning,3-93.10,Zeker / duidelijk
1732074,2958,AM,2,administratief medewerker,,,3-93.10,Zeker / duidelijk
1754516,2997,AM,1,Administratief medewerker,"Gehele administratie, uitgezonderd calculatie",Dak- en montagewerken,3-93.10,Zeker / duidelijk
1768671,3032,AM,2,administratief medewerker,"inkoop,repro telefoniste,receptioniste",nederlandse spoorwegen den haag,3-93.10,Zeker / duidelijk
1780607,3057,AM,3,administratief medewerker,boekhouding en andere administratieve taken,autobedrijf,3-31.20,Zeker / duidelijk
1830338,3126,AM,1,administratief medewerker,divers,evenementen,3-93.10,Zeker / duidelijk
1837214,3144,AM,2,Administratief medewerker,Jongste bediende,Huishoudelijke artikelen-Butagas-Haarden Kachels en Smederij,3-93.10,Zeker / duidelijk
2005142,3246,AM,6,Administratief medewerker,"voorraadbeheer, ondersteuningen binnendienst, kasbeheer",technische groothandel,3-93.10,Zeker / duidelijk
2012522,3257,AM,1,administratief medewerker,Administratie/factureren,KPN,3-93.10,Zeker / duidelijk
2068547,3352,AM,6,administratief medewerker,administratief,telecommunicatiebedrijf,3-93.10,Zeker / duidelijk
2068547,3352,AM,7,administratief medewerker,administratief,detachering,3-93.10,Zeker / duidelijk
2068547,3352,AM,8,administratief medewerker,administratief,uitzendburo,3-93.10,Zeker / duidelijk
2077405,3372,AM,3,Administratief medewerker,administratie,Bouwbedrijf,3-93.10,Zeker / duidelijk
2117744,3426,AM,3,administratief medewerker,"notuleren, financiële adm. en salarisadm.",gezondheidscentrum,3-39.40,Zeker / duidelijk
2120013,3429,AM,6,administratief medewerker,diverse administratieve werkzaamheden,Productiebedrijf,3-93.10,Zeker / duidelijk
2146141,3469,AM,2,administratief medewerker,boekhouding,installatiebedrijf,3-31.20,Zeker / duidelijk
2146141,3469,AM,3,administratief medewerker,"leerlingadministratie, ilesroosters,nkoop en schoonmaak",basisschool,3-93.10,Zeker / duidelijk
2146141,3469,AM,4,administratief medewerker,facturatie,accountantskantoor,3-93.10,Zeker / duidelijk
2202326,3564,AM,2,Administratief medewerker,Administratie/receptie,Camping,3-93.10,Zeker / duidelijk
2251556,3658,AM,2,administratief medewerker,boekhouding winkel,eigen kledingzaken,3-31.20,Zeker / duidelijk
2265858,3687,AM,2,administratief medewerker,ondersteunende taken jobcoach,Re-intgratei bedrijf,3-93.10,Zeker / duidelijk
2276871,3709,AM,3,administratief medewerker,administratieve werkzaamheden,Herenmode,3-93.10,Zeker / duidelijk
2276871,3709,AM,5,administratief medewerker,"administrateive werkzaamheden, telefoniste, receptioniste ed","div.bedrijven oa scheepvaart, advocatuur",3-93.10,Zeker / duidelijk
2323143,3785,AM,1,administratief medewerker,administratief,personeelszaken,3-93.10,Zeker / duidelijk
2332135,3810,AM,1,administratief medewerker,"administratie, orderverwerking en inktverwerking",industriele printmachines,3-93.10,Zeker / duidelijk
2332418,3811,AM,1,Administratief medewerker,administratie,Gemeente,3-93.10,Zeker / duidelijk
2385230,3919,AM,1,administratief medewerker,in de pc verwerken van gegevens,verpleeghuis,3-93.10,Zeker / duidelijk
2388573,3926,AM,1,administratief medewerker,ales m.b.t. de cijfers,intern uitzendbureau van ziekenhuis,3-93.10,Zeker / duidelijk
2423147,3982,AM,3,Administratief medewerker,"Administratie declaraties, verzekerdenadministratie en boekhouding",Zorgverzekeraar (ziekenfonds),3-39.40,Zeker / duidelijk
2426331,3988,AM,2,administratief medewerker,administratief werk,Raad voor de Kinderbescherming,3-93.10,Zeker / duidelijk
2433024,3999,AM,3,Administratief medewerker,Administratieve werkzaamheden,Kleding groothandel,3-93.10,Zeker / duidelijk
2523102,4136,AM,1,Administratief medewerker,Allerhande administratief werk,Metaal bedrijf,3-93.10,Zeker / duidelijk
2548755,4181,AM,5,administratief medewerker,medewerker abonnementenadministratie,uitgeverij,3-93.10,Zeker / duidelijk
2563633,4206,AM,5,Administratief Medewerker,Openen en Adviseren van import-/exportkredieten,ABN AMRO,3-39.40,Zeker / duidelijk
2570335,4220,AM,1,administratief medewerker,boekhouding,assurantiekantoor,3-31.20,Zeker / duidelijk
2583745,4248,AM,2,administratief medewerker,archiefbeheer,gemeente,3-93.10,Zeker / duidelijk
2583745,4248,AM,3,administratief medewerker,archiefbeheer,gemeente,3-93.10,Zeker / duidelijk
2603200,4270,AM,1,administratief medewerker,financieel/administratieve werkzaamheden,Gemeente,3-39.40,Zeker / duidelijk
2603200,4270,AM,2,administratief medewerker,financieel/administratieve werkzaamheden,administratiekantoor,3-39.40,Zeker / duidelijk
2603200,4270,AM,3,administratief medewerker,administratieve werkzaamheden,zonweringsbedrijf,3-93.10,Zeker / duidelijk
