unique_id,isco88_cg_4,occupation_en,task_en,employer_en,product_en
AS10097_4,4121,accountant,accountant,Denway motors Co,auto parts
AS10099_1,7137,electrician apprentice,",electrician, drill holes on the wall",apprentice,electrician for indoor decoration
AS10099_2,7231,repair bus,repair buses,Jiu Bus,bus service
AS10099_3,7231,repair bus,repair bus,city bus,bus service
AS10100_1,9132,multi-things worker,handling routine affairs,jintai Yuan Commercial company,sale blood pressure control medicine
AS10100_2,2331,teacher,teach,Caigang elementary school,teaching work
AS10100_3,7432,worker,teach workers to make spinning products,Mauritius spinning factory,make spinning products
AS10100_4,4111,officer staff,handle documents,Baosheng clothing factory,make sport pants
AS10100_5,2331,teacher,teach,Yongyuan Primary school,education
AS10100_6,2230,student nurse,learn nursing,Nursing school,train nurse students
AS10100_7,2230,nurse,provide health care and nursing service,Macuo hygen station,provide health care service
AS10101_1,7332,figure carving,carving,Daxin Elephone Teeth Company,ivory carving
AS10101_2,5123,building service,building,restaurant,food service
AS10102_1,6110,farm,farm,Farming,farmer farming vegetable and rice
AS10102_2,7124,carpenter,carpenter,construction company,building civil company
AS10102_3,6111,farm,farm,farming,grow vegetable and rice
AS10102_4,5122,kitchen,chef,tea house,food service
AS10104_1,8260,technician,study how to make spinning products,textile mill in Hong Kong,making spinning clothing
AS10104_2,8260,technician,make spinning products,SW knitting factory,make spinning products
AS10105_1,7433,sewing,clothing making,clothing factory,making clothing
AS10105_2,9132,cleaning worker,cleaning worker,Food company,food company
AS10105_3,9132,cleaning worker,cleaning worker,conference service,conference service
AS10106_1,6153,fisherman,fishing,fishing,fishing
AS10106_2,8283,worker,assemble component,Huangzhukeng electric appliance factory,radio production
AS10106_3,6153,fisherman,fishing,fishing,fishing
AS10109_1,5141,apprentice,learning hairdressing,Haitao hairdressing,hairdressing
AS10109_2,7340,apprentice,learn printing,Hong Kong Zai print company,printing service
AS10109_3,7245,apprentice,learn operating telephone,Teleconference yingke company,telephone operator service
AS10110_1,2230,nurse,registration,Zhonghuan Medicine Affair office,psychiatry clinic
AS10110_2,2230,nurse,dental surgery assistant,Zhonghua dental clinic,dental clinic
AS10110_3,2230,nurse,doctor assistant,Tongluowan clinic,general clinic
AS10110_4,2230,nurse,doctor assistant,Zhonghuan Medicine Affair office,family dental doctor
AS10111_1,3434,Data analysis,summarize fruit price and data,Shanghuan accountant company,report fruit price  and wholesale
AS10111_2,5220,salesman,sale electric component,Tegao Trade Company,wholesale electric components
AS10111_3,5123,Water bar worker,in charge of making drinks,Meisi Restaurant,western restaurant
AS10112_1,4111,officer staff,handling documents,Kuifang project company,provide cleaning service for ships
AS10112_2,8221,technician,make perfume,Quanwan perfume company,company making perfume
AS10112_3,3439,Loading officer,supervise loading luggage and cargo,Thai airline,provide airline service
AS10112_4,3439,Cargo officer,supervise loading cargo,Singapore airline,provide airline service
AS10112_5,3415,Cargo sales,promote service on cargo transportation,Singapore airline,provide airline service
AS10114_1,1210,watch maker and boss,make watch and boss work,watch company,watch
AS10115_1,8283,assemble components,assemble components,computer factory,computer factory
AS10115_2,8263,machine sewing worker,sewing,clothes factory,clothes factory
AS10115_3,4211,cashier,cashier,laundry,laundry
AS10115_4,3415,salesman,salesman,promote electric appliance,telephone company
AS10115_5,3121,technician,technician,computer factory,computer factory
AS10115_6,5123,building,building,restaurant,food service
AS10115_7,9132,cleaning worker for building,building cleaning,airport,airlines
AS10116_1,2331,TEACHER,teacher,WASHINGTON ABERDEEN PRIMARY SCHOOL,provide educational service
AS10116_2,2310,TEACHER,teacher,GRACE HARBOUR COLLEGE,provide educational service
AS10116_3,2320,TEACHER,teacher,ST. MARTIN SCHOOL,educational work
AS10116_4,2310,TEACHER,teacher,OLYMPIA COMMUNITY COLLEGE,provide educational service
AS10116_5,2310,TEACHER,teacher,UNIVERSITY OF ALASKA,provide educational service
AS10117_1,4122,handling stock document,handling stock documents,stock company,stock company
AS10117_2,5220,salesman,salesman,Japanese cargo company,Japanese cargo company
AS10117_3,5220,sale jewelry,Sale jewelry,Jingfu Gold Company,Jingfu Gold Company
AS10117_4,3413,real estate agent,real estate agent,Real estate company,real estate company
AS10117_5,4122,handling stock documents,handling stock documents,stock company,stock company
AS10119_1,7436,worker,Made jacket buckle,Washing garment factory,produce cloth
AS10119_2,5220,Salesperson,sell sea food,Yungshun sea food restaurant,sell sea food
AS10119_3,9312,porter,construction worker,The contracting company,construction
AS10119_4,9132,janitor,clean school dorm,Kowhay elementary school,education work
AS10120_1,5141,Hair stylist,hair stylist,hair salon,hair salon
AS10120_2,4112,order,computer office work,fashion and hand bag export and sale,export business
AS10121_1,5122,chef,chef,food service,Food service
AS10121_2,4115,general affairs,general affairs,FDA,FDA
AS10121_3,9132,cleaning worker,cleaning worker,cleaning factory,cleaning company
AS10122_1,7432,knitting clothes,knit sweater,clothes factory,clothes factory
AS10122_2,6111,farming,grow rice,farming,farmer farming
AS10122_3,9133,wash dishes,wash dishes,restaurant,restaurant
AS10122_4,9133,handyman,handyman,fast food restaurant,fast food restaurant
AS10124_1,9312,construction worker,construction project work,construction company,construction project work
AS10125_1,9322,manufacturing worker,handyman,plastic company,plastic factory
AS10125_2,9111,sale food,sale food,retailer,retailer
AS10125_3,9312,construction worker,handyman,construction company,construction company
AS10125_4,5169,safeguard,safeguard,safeguard company,safeguard company
AS10126_1,9312,construction field worker,construction worker,construction company,build building
AS10126_2,8284,making toys,make toys,hardware company,hardware shop
AS10126_3,7129,installation,installation,construction company,construction company
AS10127_1,7432,spinning cotton clothing,spinning clothing,Clothes spinning factory,clothes factory
AS10127_2,8262,cotton clothing,cotton,spinning factory,cotton spinning factory
AS10127_3,8283,electric,electric component,Dongnanya electric appliance company,Dongnanya Electric appliance
AS10129_1,6110,plant vegetable and rice,grow vegetable and rice,farming,farming
AS10129_2,5122,chef,chef,farm,farm
AS10129_3,6112,making glue,press,farmer's glue making industry,farmer's glue making industry
AS10129_4,8263,sewing clothes,sewing clothes,family sewing,family sewing
AS10129_5,2332,teacher,teacher,Kindergarten,kindergarten
AS10129_6,5122,chef,chef,Shengfa shoe factory,Shengfa shoe factory
AS10129_7,9312,construction worker,construction worker,construction company,construction company
AS10130_1,9322,handyman,knitting and porter,governmental unit,spinning
AS10131_1,4111,officer staff,office staff,publishing house,publish
AS10131_2,4111,officer staff,office staff,Shenpei Primary School,school
AS10131_3,4111,officer staff,office staff,kindergarten,school
AS10131_4,5220,self-employed,",salesman, cashier",store,retail
AS10132_1,6110,farmland,farm,farm,government owned business
AS10132_2,7332,do embroidery,do embroidery,Private company,do embroidery
AS10132_3,9322,pack watches,packing box,packing company,packing watches
AS10132_4,9132,cleaning group,cleaning office building,cleaning company,cleaning company
AS10132_5,5169,safeguard,Wuyuan Safeguard,safeguard,safeguard
AS10134_1,6110,plant rice in farmland,farm,farm,farm
AS10134_2,9162,empty poop,empty poop,self-employed,empty poop
AS10134_3,5123,sale snack,sale snack,Meixin restaurant,food
AS10135_1,4111,officer staff,administrative work,paraen ent.,trading
AS10135_2,3429,sales,salee,pccw,telecommunication
AS10135_3,3416,asst. merchant,purchase,k&a co,china
AS10135_4,3429,sales,sales,tvb pay vision,TV station
AS10135_5,3429,sales,sales,pccw,telecommunication
AS10136_1,4111,officer staff,office staff,everhairpiece factory,produce hairpiece
AS10136_2,4111,officer staff,office staff,air cargo transportation co,transport
AS10136_3,4111,officer staff,office staff,government,public affairs
AS10137_1,2132,SOFTWARA ENGINEER,,SOLECTRON COMPANY,CONTRACT MANUFACTURING
AS10137_2,2132,BUSINESS ANALYST,,FLEXTRONICS COMPANY,CONTRACT MANACTURING
AS10137_3,2132,SOFTWARA ENGINEER,,PRINTROOM COMPANY,PHOTO STORAGE AND PAINTING
AS10139_1,8224,printing worker,photo,HuBei Printing House,photo
AS10140_1,8283,technician,produce electric fans,Bimei electronic appliance company,produce electric fans
AS10140_2,8284,technician,make stove,Chengchang Hardware Factory,produce stove
AS10140_3,8283,technician,make electric component,Yuchang Hardware,make electric component
AS10140_4,8320,transport worker,deliver cargo,Jingtai paper product factory,make paper
AS10140_5,4111,office assistant,document receiving and distributing,Daxin Bank,bank business
AS10140_6,5169,safeguard,safeguard work,Kuixing Wuyuan,safeguard service
AS10140_7,5169,safeguard,safeguard work,Jinhua Building,safeguard service
AS10141_1,2148,surveyor,survey land,Xisong construction company,provide construction project service
AS10141_2,3112,plumber,supervise project,Xisong construction company,provide construction project service
AS10142_1,8124,technician,produce copper wire,Guangzhou copper wire company,produce copper wire
AS10142_2,8211,technician,make watch belt,Dengfenji watch company,make watch belt
AS10142_3,9132,cleaning maid,clean school house and take care of younger children,Baoliangjv Child-care center,nursing children service
AS10142_4,9132,ward handyman,cleaning wards,Renji Hospital,provide medical service
AS10144_1,5149,waiter who guide to tables,guide guests to tables,Nangong theatre,provide movie service
AS10144_2,5122,chef,in charge of cooking department,Dafugui Restaurant,provide food service
AS10144_3,5122,chef,in charge of cooking department,Dakengdong restaurant,provide food service
AS10144_4,5122,chef,in charge of cooking department,Kuixing Dinning Hall,provide food service
AS10145_1,8151,Polishing worker,polishing worker,Yishi Clothes factory,Yishi Clothes factory
AS10145_2,4111,office staff,Office staff,Sanyo Electric Company,Sanyo Motor Company
AS10145_3,8324,truck driver,Truck driver,Sanyo Motor Company,Sanyo Motor Company
AS10145_4,8324,truck driver,truck driver,Yaozhong Glue factory,Glue factory
AS10145_5,8324,truck driver,truck driver,Shengxing Transport Company,transportation industry
AS10145_6,8324,truck driver,truck driver,Qiji Transportation company,transportation
AS10145_7,8324,truck driver,truck driver,self-employed,Self-owned transportation company
AS10146_1,2144,machine design,drawing lines,Fuzhou wireless appliance company,produce radio
AS10146_2,8283,assembly worker,machine,Beijiao Watsons Japan Electric Factory,produce radio and recorder
AS10146_3,8283,assembly worker,assemble component,Ceyuyong electric factory,electric toy factory
AS10147_1,4111,ADMINISTRATOR OFFICER,office staff,AGENCY FOR VOLUNTEER SERVICE,encourage the people to be volunteers
AS10147_2,1229,PROGRAMME MANAGER,in charge of human resource and operation of company,CITY OF REDONDO BEACH,occupational re-training and job-hunting assistant institute
AS10149_1,4143,MARKETING AND ADMINISTRATION,check insurance documents,AIU AIU insurance company,provide insurance service
AS10149_2,1239,manager,managing documents and guard buildings,Fucheng property management agency,property management service
AS10149_3,1239,manager,handling documents and guard facilities in the building,ISS ISS facility management company,facility management company
AS10149_4,1231,manager,manage and handle documents,SONY SONY Hong Kong company,sale electronic products
AS10149_5,1239,manager,management and administrative work,JARDINE MATHESON LIMITED,managing operation of sub-companies
AS10150_1,5122,Water bar worker,drink-serving and coking meal,Chinese University staff restaurant,providing meal service
AS10150_2,5123,Water bar worker,drink-serving,restaurant,providing meal service
AS10150_3,5169,security guard,guard building security,"Chiayi Branch, Taichung Veterans General Hospital",commercial building
AS10150_4,5169,security guard,guard building security,Chow Shing Kee commercial building,commercial building
AS10151_1,8262,technician,make textile,Danan Spinning Factory,Spinning factory
AS10151_2,8262,technician,make sweater,Tianxing Sweater factory,make sweater
AS10151_3,3152,quality controller,supervise quality of wool products,Meijia wool spinning ltd. co.,make wool products
